"zipCode","email","MOB","WOB","FTE","FY19","FY20","applied","size","status"
665201,"a5MJ0sC5LH@inbox.com",0,0,6,45136.5347935084,43101.5256460944,0,1214,"rural"
665201,"tFZpoK0Pyc@inbox.com",0,0,46,133448.626675504,127921.841220807,1,1214,"rural"
665201,"Q1o3e2lcyU@outlook.com",1,0,11,36851.5969101746,NA,0,1214,"rural"
665201,"Ely1qtBKUk@gmail.com",1,0,42,88650.5676300572,80006.5208435121,0,1214,"rural"
665201,"Xp9eQSpQO9@inbox.com",0,0,22,54772.7424061502,50216.4341439589,0,1214,"rural"
665201,"U5NDOP4TFf@mail.com",0,1,75,316441.000916331,357376.590642335,0,1214,"rural"
665201,"PJWrkRdFf0@gmail.com",1,NA,34,66172.3670742214,53120.1323098463,1,1214,"rural"
665201,"NcSppM5FiR@outlook.com",0,0,73,346073.937124919,415171.308526839,0,1214,"rural"
665201,"sR6Ju6EkIb@outlook.com",0,NA,94,877892.37479771,874945.541236169,0,1214,"rural"
665201,"aOx7x75lq0@gmail.com",0,0,105,NA,1388326.61865133,1,1214,"rural"
665201,"5JNEaHOhQv@gmail.com",0,1,40,85363.3334272066,77507.8198369425,1,1214,"rural"
665201,"Pf2GrdhBsY@mail.com",0,1,85,567913.555469077,426871.124972505,0,1214,"rural"
665201,"rPLUyu6Lsh@gmail.com",0,0,45,146473.096943849,NA,0,1214,"rural"
665201,"wumh44GFRP@gmail.com",0,0,8,44965.973583928,43391.6437096827,0,1214,"rural"
665201,"D510oBQX8p@gmail.com",0,1,42,112587.8332461,79014.2510557049,0,1214,"rural"
665201,"aLNyqxlJhA@gmail.com",0,1,47,119070.189822052,113479.333519053,0,1214,"rural"
665201,"Zh7EFGb2Pj@gmail.com",NA,1,8,31289.7908709582,26152.8834850976,0,1214,"rural"
665201,"NfVCxxfK4e@outlook.com",0,1,52,156215.803044483,111154.658959706,0,1214,"rural"
665201,"PRaLwNhrCF@mail.com",0,0,10,45933.4075781761,43160.3015131365,0,1214,"rural"
665201,"K38ObVnv1G@gmail.com",0,0,70,414192.968011065,NA,0,1214,"rural"
665201,"7cL1Z1BljK@outlook.com",0,0,62,345841.836643342,282872.007382453,1,1214,"rural"
665201,"UkzeH62kjI@outlook.com",1,0,30,51838.1831622164,51640.5079367451,1,1214,"rural"
665201,"6AzVs4uOHz@inbox.com",1,0,55,183905.377196554,136078.447236816,0,1214,"rural"
665201,"PRaLwNhrCF@mail.com",NA,0,10,45933.4075781761,43160.3015131365,0,1214,"rural"
665201,"etY7E5DXp8@gmail.com",1,0,74,367930.598396891,281518.684790752,0,1214,"rural"
665202,"mj2XNvxIhV@outlook.com",1,1,79,301591.05250216,306137.28459827,0,1261,"rural"
665202,"51F76xyriK@outlook.com",1,1,28,45257.1343312606,NA,0,1261,"rural"
665202,"vSnW4hpagj@gmail.com",0,1,60,228352.294866448,177647.195895327,0,1261,"rural"
665202,"BheSK742lI@gmail.com",0,0,NA,289888.170466882,228547.287159365,0,1261,"rural"
665202,"Cf54N769Vc@gmail.com",1,0,19,38742.362882321,33063.2039402464,0,1261,"rural"
665202,"hrI99b2F96@gmail.com",0,1,80,474567.17431726,329546.13723977,1,1261,"rural"
665202,"IdX6lopnY9@gmail.com",NA,0,56,230249.043794035,209423.644082866,0,1261,"rural"
665202,"AKcIpQbLe9@inbox.com",0,0,52,195763.761276742,158811.608920489,0,1261,"rural"
665202,"y2Zw6gitxy@inbox.com",1,0,16,40809.8029487218,31846.4470110607,0,1261,"rural"
665202,"FUJP6lgT4K@gmail.com",0,0,68,356460.653320206,NA,0,1261,"rural"
665202,"6v3AFs4TKU@outlook.com",0,0,31,65321.4974580257,65880.1009468671,0,1261,"rural"
665202,"8jFABubnsh@inbox.com",0,0,92,715508.238245136,780778.677254021,0,1261,"rural"
665202,"08tK7rJZ6g@gmail.com",0,0,24,54884.1810106167,55498.5414497646,0,1261,"rural"
665202,"gSmrCY0ti4@gmail.com",1,0,58,179655.780859055,141677.572088917,0,1261,"rural"
665202,"ne1qhoPoy7@mail.com",1,1,19,34473.824754526,30447.385959435,0,1261,"rural"
665202,"2LHRBZgV05@gmail.com",0,1,87,495931.648964075,464611.155310149,0,1261,"rural"
665202,"3te4BgQuvk@gmail.com",1,0,33,67312.7258856701,56285.5607589703,0,1261,"rural"
665202,"FDy78oM4Rf@mail.com",0,NA,12,36668.5558118428,30737.6447942681,0,1261,"rural"
665202,"fesFnhgJEr@mail.com",0,0,77,370318.246821643,542554.027326529,0,1261,"rural"
665202,"iXdH1CRiXO@gmail.com",0,0,10,46491.0715663892,44878.9642139947,0,1261,"rural"
665202,"w0KoTX8FnN@gmail.com",0,0,37,98623.2271240386,86866.3465825727,0,1261,"rural"
665202,"YY3Wpl5MkV@gmail.com",0,0,85,648425.856765405,710690.201260068,0,1261,"rural"
665202,"o37xgZheeM@gmail.com",0,0,39,95837.9733089078,97296.6823625674,0,1261,"rural"
665202,"cfOMTsekQI@inbox.com",1,NA,97,745046.423507986,480106.027124971,0,1261,"rural"
665202,"0YA3OGmQRt@gmail.com",NA,0,88,504881.596523376,497730.009109606,0,1261,"rural"
665202,"NB44z1C889@mail.com",0,1,4,NA,29578.9117442584,0,1261,"rural"
665202,"o8Z79PejEb@gmail.com",0,0,106,1280040.00010053,1181953.6317598,1,1261,"rural"
665202,"3FB4dYYsV3@mail.com",0,0,67,404842.295223395,341154.956886182,1,1261,"rural"
665202,"6jrjqAEKMP@outlook.com",0,0,16,49472.6257102954,48866.3147026981,0,1261,"rural"
665202,"TqvYiTdCvk@gmail.com",0,0,NA,44185.9400129877,43504.9438586311,0,1261,"rural"
665202,"7XeJU3H6M9@outlook.com",NA,0,63,335795.411418176,311541.944539996,0,1261,"rural"
665202,"f4HrhiIeC3@gmail.com",NA,0,NA,423599.101348356,442489.933743535,0,1261,"rural"
665202,"stAmIZ04z2@gmail.com",1,NA,64,213034.115860717,136334.048449754,0,1261,"rural"
665202,"Ak4xon3J2Y@outlook.com",0,0,57,219484.909056742,220242.118479595,0,1261,"rural"
665202,"LGV4fiNhpU@gmail.com",0,0,NA,NA,165744.573331595,1,1261,"rural"
665202,"NqoGgnpa8x@gmail.com",0,0,59,290577.481213781,232072.720342317,0,1261,"rural"
665202,"txXS70cwr1@mail.com",1,0,62,199750.0596269,205797.433659297,0,1261,"rural"
665202,"M8LnRtjFBi@gmail.com",0,1,70,286141.296587027,243966.790362635,0,1261,"rural"
665202,"5mwgMoBRwi@gmail.com",0,0,29,71975.5945878051,69707.689768158,0,1261,"rural"
665202,"wQqvfqePjt@mail.com",0,1,35,67604.1521862151,58921.3471712435,0,1261,"rural"
665202,"cIbMOON3De@gmail.com",0,1,8,35787.1339510546,29625.2950938164,0,1261,"rural"
665202,"EvhVru6cME@gmail.com",0,0,38,89476.2702408059,97636.2214136748,0,1261,"rural"
665202,"GV8hAbGnpx@gmail.com",0,0,34,79188.1889850292,81348.3156491151,1,1261,"rural"
665202,"XbASParsds@outlook.com",0,0,98,883128.235071011,861030.805088222,1,1261,"rural"
665202,"6zOtYXnrrr@outlook.com",0,0,67,265428.285535846,332377.357363124,0,1261,"rural"
665202,"1ZrMVFGluR@gmail.com",0,1,22,45058.761332095,36184.0971694805,0,1261,"rural"
665202,"NyHhfbp5SD@inbox.com",NA,0,33,84506.4193162874,79374.1904334729,1,1261,"rural"
665202,"ZdNpqMN2fK@gmail.com",0,0,66,339464.765758076,286199.200856147,0,1261,"rural"
665202,"alRT5EzfBO@outlook.com",0,0,66,337526.404858298,301832.487255835,0,1261,"rural"
665202,"J8zdfeudhZ@outlook.com",0,NA,59,265949.742074685,265231.931894622,0,1261,"rural"
665202,"lbTwQMrnDf@mail.com",0,1,2,36202.3073942491,28569.2650436909,0,1261,"rural"
665202,"Rr1awhsIZJ@gmail.com",0,0,101,1099764.2853971,1098323.73134989,1,1261,"rural"
665202,"qVi83okUWx@gmail.com",1,0,88,487609.499294976,450625.410374938,0,1261,"rural"
665202,"KdrrhOOXop@gmail.com",NA,0,53,188914.472611511,126033.161175141,1,1261,"rural"
665202,"n6moMw7V75@mail.com",NA,0,74,403992.493745553,344951.497777148,1,1261,"rural"
665202,"p9LCTaxwtX@outlook.com",0,0,36,84891.2265544861,87483.24172902,1,1261,"rural"
665202,"fWGtGGydif@outlook.com",1,0,37,76264.8352084889,70173.5773734314,0,1261,"rural"
665202,"CrwZjyT7iN@gmail.com",1,0,65,276795.11114289,229542.223390239,0,1261,"rural"
665202,"D7t9FkuAxE@mail.com",0,1,73,353466.047039805,246888.354338495,0,1261,"rural"
665202,"dn0xLTziKc@mail.com",0,0,60,NA,275125.085823367,1,1261,"rural"
665202,"PfM1MkXhlV@inbox.com",0,0,41,113965.0058685,113556.363309569,1,1261,"rural"
665202,"gMIjGMoDEu@gmail.com",0,0,119,1682776.4176449,1340070.5084322,1,1261,"rural"
665202,"uwhMKeAmd5@gmail.com",0,0,3,45963.6696749348,44470.5620228829,0,1261,"rural"
665202,"xLvTpmiK7M@outlook.com",0,0,55,232749.206268088,224105.658012876,0,1261,"rural"
665202,"nGHdp7Ep3A@inbox.com",0,0,45,135828.230576471,125396.934115127,0,1261,"rural"
665202,"6jXRs2mQJh@gmail.com",0,0,93,863965.220896431,811540.781295227,1,1261,"rural"
665202,"qsJkyosYZE@outlook.com",0,0,82,686710.925487333,NA,1,1261,"rural"
665202,"5s83ng9Tya@outlook.com",0,0,58,244922.587906828,NA,1,1261,"rural"
665202,"VUXO0Ng2LI@outlook.com",NA,1,77,382585.393011865,347601.622891665,0,1261,"rural"
665202,"fBZ40CnfYa@gmail.com",1,0,75,370655.948003887,325974.517413528,0,1261,"rural"
665202,"qEWuBGrSio@gmail.com",1,0,67,303846.511957142,220340.463609342,0,1261,"rural"
665202,"92gK8Kzf7h@gmail.com",0,0,28,71528.9213254926,65164.5386537329,1,1261,"rural"
665202,"zQfS7qic2s@gmail.com",1,0,12,36608.4382417866,29967.2068388715,0,1261,"rural"
665202,"mYOWAf56Cz@outlook.com",1,0,73,353669.029816689,286575.771959967,0,1261,"rural"
665202,"YEu7Q3qj0z@gmail.com",0,0,119,1680947.55601494,NA,1,1261,"rural"
665202,"tp9nJnBf49@inbox.com",0,0,54,196344.037100032,179675.220098056,0,1261,"rural"
665202,"ONsXGuFGZj@gmail.com",0,0,95,905041.223769526,939037.577260368,0,1261,"rural"
665202,"1MvpQhDeOt@inbox.com",0,0,77,474652.675325407,484244.348844362,1,1261,"rural"
665202,"fB0z6t912P@mail.com",0,0,42,102490.773325788,110626.652479026,1,1261,"rural"
665202,"wydLOz4UhQ@gmail.com",0,1,54,189433.748808673,133601.798074761,0,1261,"rural"
665202,"SjIGfS5M4Q@mail.com",0,0,36,92382.9165290927,87833.0793486739,0,1261,"rural"
665202,"5PnuABcJT9@gmail.com",1,1,86,350205.578753046,288132.207759287,0,1261,"rural"
665202,"Vpry0Gxvvn@inbox.com",0,1,81,NA,401114.899867578,1,1261,"rural"
665202,"H8PbKDGron@inbox.com",1,0,76,310612.289140857,261931.645611949,0,1261,"rural"
665202,"KXAgTrMeVw@inbox.com",0,0,6,45894.5175060586,41835.3684156831,0,1261,"rural"
665202,"YJeVOxckJ5@gmail.com",0,0,87,678053.514981481,723989.234604688,0,1261,"rural"
665202,"Ydzv8yX6Np@gmail.com",0,0,27,62490.7529461275,61294.6833451988,1,1261,"rural"
665202,"hvHhpdfOi4@gmail.com",1,1,70,216889.990497522,237795.763724345,0,1261,"rural"
665202,"vrR0eNAh2u@gmail.com",0,1,86,649467.753697514,508137.497617241,0,1261,"rural"
665202,"QiZMkNRBpr@gmail.com",0,0,112,1331996.30732907,1523784.07251486,1,1261,"rural"
665202,"sFQqkfFp7o@gmail.com",1,0,NA,94967.7055504452,79519.1257845684,1,1261,"rural"
665202,"6hxIZzFnON@inbox.com",1,0,60,191861.579220243,163385.570879442,0,1261,"rural"
665202,"1XbVmM3KcD@outlook.com",0,1,26,52016.7258022529,42086.4406491994,0,1261,"rural"
665202,"8GvVF8BNnF@gmail.com",0,NA,36,94247.4576222525,85842.4051320776,1,1261,"rural"
665202,"RRHAuG1tY3@mail.com",0,1,10,37330.1727753235,30937.5039793431,0,1261,"rural"
665202,"EgGjdnAbOg@gmail.com",0,NA,37,94951.3004278736,83915.5005304883,0,1261,"rural"
665202,"WEKa1DsQ9P@gmail.com",1,0,64,259528.977527547,202447.661085217,1,1261,"rural"
665202,"3eqYdNgy5f@gmail.com",NA,0,75,297392.355316713,297025.85032745,0,1261,"rural"
665202,"8Z3CSnChp9@outlook.com",0,1,99,887824.859259987,625885.940872918,0,1261,"rural"
665202,"ZIGFKkas96@gmail.com",0,0,26,61108.219798248,57114.651100509,0,1261,"rural"
665202,"3QsqUjynOI@outlook.com",1,0,70,373197.720481481,265155.407497834,0,1261,"rural"
665202,"UOwbN7pSoZ@gmail.com",1,0,NA,330854.422606615,246910.798196902,0,1261,"rural"
665202,"296zWCI5gG@gmail.com",0,0,19,51281.2279290365,51513.8488724442,0,1261,"rural"
665202,"rD1wPqgFxE@inbox.com",1,0,53,150276.621762596,115177.502055693,1,1261,"rural"
665202,"ktl97dYmwH@gmail.com",1,0,95,NA,619261.736517752,0,1261,"rural"
665202,"6OcOYwkasF@outlook.com",0,0,70,308060.497394308,424489.084743678,0,1261,"rural"
665202,"AdCLeiTLQS@gmail.com",0,1,18,NA,31033.7367342856,0,1261,"rural"
665202,"Neb9OGPosw@outlook.com",1,1,NA,NA,57523.8394495051,1,1261,"rural"
665203,"v1TOVv1PMb@outlook.com",0,0,9,46347.1574419391,43399.1777686317,0,1189,"rural"
665203,"lPVgVbOYeC@gmail.com",0,0,77,583131.487086041,517293.127695201,0,1189,"rural"
665203,"Z6Qycljm77@gmail.com",0,0,65,316778.954390831,296790.825870596,0,1189,"rural"
665203,"4FxM5xulPt@gmail.com",1,1,6,NA,24959.7756610309,0,1189,"rural"
665203,"thZ1FeMzAD@gmail.com",NA,0,31,65748.5722437994,NA,0,1189,"rural"
665203,"XGDuOKzVlV@inbox.com",0,0,40,109949.354703599,NA,0,1189,"rural"
665203,"LxwVxxz9NW@inbox.com",0,1,23,43045.3072221013,36951.4720539956,0,1189,"rural"
665203,"tm8N4kMHSD@gmail.com",0,1,54,168659.988978978,NA,0,1189,"rural"
665203,"STgvMrbRdn@gmail.com",0,0,30,67648.5258070526,70797.6493457623,0,1189,"rural"
665203,"Km2pWU9aha@mail.com",1,0,NA,445899.629086534,355246.82916847,0,1189,"rural"
665203,"v1xgicTobz@mail.com",0,0,0,45150.6782411152,42687.4263622457,0,1189,"rural"
665203,"eQW6886xvL@inbox.com",NA,0,67,NA,230711.670494895,0,1189,"rural"
665203,"dn6yt8xUEk@gmail.com",0,0,14,49438.1937674338,45799.4311793422,0,1189,"rural"
665203,"f4MjsIBMX5@gmail.com",0,0,2,45861.180998599,43032.9423250969,0,1189,"rural"
665203,"aOxZymBicJ@gmail.com",0,0,24,60990.9278067269,59775.3749438508,0,1189,"rural"
665203,"Kao4ReL9uf@outlook.com",0,0,71,NA,383847.103211552,0,1189,"rural"
665203,"sRsCzgW2AW@gmail.com",0,0,22,60178.4131964486,51450.9922382626,0,1189,"rural"
665203,"WjFcCgpzao@outlook.com",0,0,51,187921.348085509,160274.712351414,0,1189,"rural"
665203,"1gy8LRCbeR@gmail.com",0,0,65,373835.070628619,293704.187687052,0,1189,"rural"
665203,"65N7NuF5wj@mail.com",0,0,37,75911.5571246328,92531.449428848,0,1189,"rural"
665203,"MX5D3MIznr@mail.com",0,0,12,47030.8418368573,42622.328981157,0,1189,"rural"
665203,"wIetQcgBpg@mail.com",0,0,NA,243146.008052778,201631.447714752,0,1189,"rural"
665203,"yWSoroNz8B@mail.com",0,0,51,192042.828930211,179430.541846984,0,1189,"rural"
665203,"hKgTuTkil2@inbox.com",0,0,96,1148747.93278572,834102.670313801,0,1189,"rural"
665203,"TC7JAaCsae@mail.com",1,0,3,NA,30546.5849787354,0,1189,"rural"
665203,"KDEGQPMAGa@outlook.com",0,0,100,1161490.25066878,1256150.42683676,1,1189,"rural"
665203,"RKd6SqBSGD@outlook.com",1,1,48,96060.8657666672,NA,0,1189,"rural"
665203,"YWC01SSKYQ@gmail.com",1,0,NA,177122.97236538,182043.262189577,0,1189,"rural"
665203,"dCCWiBOGPk@gmail.com",0,0,NA,115597.144122397,110808.24059702,0,1189,"rural"
665203,"wOES9b9hop@gmail.com",0,0,34,91988.5075487734,78234.6781891108,0,1189,"rural"
665203,"WN6yuALgJN@inbox.com",0,0,82,732384.979096418,737973.291778201,0,1189,"rural"
665203,"NbtVEztgB3@gmail.com",0,1,6,34673.9422460685,28236.7176691271,0,1189,"rural"
665203,"HivQG76f5P@inbox.com",1,1,99,777955.50188036,NA,0,1189,"rural"
665203,"9iWPG3R1L0@gmail.com",0,0,28,65401.8657840039,69229.3540688434,0,1189,"rural"
665203,"Gf8dWClbol@gmail.com",0,0,58,230587.764576623,NA,0,1189,"rural"
665203,"9Z1lUW8jwi@gmail.com",0,0,87,NA,705352.202188919,0,1189,"rural"
665203,"GG6NuPDFYg@outlook.com",0,0,71,419448.918460113,387266.869576049,1,1189,"rural"
665203,"pJ9TqyYBWV@gmail.com",0,0,NA,58469.5389228763,58291.0263859164,0,1189,"rural"
665203,"r63zJFk2M3@mail.com",0,0,43,NA,111918.116973596,0,1189,"rural"
665203,"e3oQ10UIkv@inbox.com",0,0,62,324473.243714506,266966.17976222,0,1189,"rural"
665203,"NOuyS9oLCs@gmail.com",0,1,46,87458.2661416283,93137.4130465544,0,1189,"rural"
665203,"44SdVqaxk0@gmail.com",0,0,46,151785.655398615,109739.817940335,0,1189,"rural"
665203,"AAzEQKCYSz@gmail.com",0,0,23,58848.8979948728,51502.2221031166,0,1189,"rural"
665203,"9KuZKLiyBC@gmail.com",0,0,45,134224.569343868,NA,0,1189,"rural"
665203,"7fNxhoF4Pg@gmail.com",0,0,69,401781.298063369,NA,0,1189,"rural"
665203,"HhStJIfZ42@mail.com",0,0,30,73240.4370135502,66895.8347302378,0,1189,"rural"
