"zipCode","email","MOB","WOB","FTE","FY19","FY20","applied","size","status"
665201,"DnJkiFqXzx@inbox.com",0,1,98,909492.163555086,669199.563906349,0,1214,"rural"
665201,"6U0KRSDvRR@outlook.com",1,0,99,734782.570949755,741934.847704213,1,1214,"rural"
665201,"praDsMjOdj@gmail.com",0,1,35,76480.8190798161,51899.2960831017,0,1214,"rural"
665201,"74Dkf0t2zb@inbox.com",0,0,20,55537.9016669385,48277.2941117735,0,1214,"rural"
665201,"f5lLuAXaIG@gmail.com",1,1,47,111558.708058413,87640.6062795779,0,1214,"rural"
665201,"KI5nyKLPS5@outlook.com",0,1,90,545504.203753284,474034.747220704,1,1214,"rural"
665201,"54lVlDv5JA@inbox.com",0,0,99,1157540.90981745,963717.329887554,1,1214,"rural"
665201,"FWWIN7lLjt@gmail.com",1,1,96,664248.764237751,558650.359655275,0,1214,"rural"
665201,"b80eWs9NQe@gmail.com",0,0,20,54153.4273653933,45925.9232439999,1,1214,"rural"
665201,"N7XbYVimlR@gmail.com",0,0,87,770914.08487673,619346.854458923,0,1214,"rural"
665201,"SeQOJVlJU1@gmail.com",0,0,62,262677.693280067,270334.79100897,0,1214,"rural"
665201,"OmG60DVFur@gmail.com",1,0,109,1099739.36650569,842019.344677692,1,1214,"rural"
665201,"5YfqgolzPN@gmail.com",0,1,26,50254.1266733564,42851.3440524435,0,1214,"rural"
665201,"rJxdE8dYwz@outlook.com",0,0,84,597125.300710669,644444.051389287,0,1214,"rural"
665201,"gcfc6fD5b8@gmail.com",0,1,37,82391.2198264936,64999.7610661171,0,1214,"rural"
665201,"xJ7YSVR4gv@gmail.com",0,0,79,608703.902910439,538163.992880937,0,1214,"rural"
665201,"Mk3qVuVKzY@gmail.com",1,0,48,112360.359174823,107571.169529396,0,1214,"rural"
665201,"0IpJ6NTPmC@gmail.com",0,1,79,486373.756978414,356497.755571974,0,1214,"rural"
665201,"eH5tOLGJ4Y@gmail.com",1,0,69,235508.596113314,236668.445108847,1,1214,"rural"
665201,"1R64srfc6F@gmail.com",0,0,74,565450.59077424,426697.384145543,0,1214,"rural"
665201,"qCCPqr7YB2@outlook.com",0,0,28,66113.3364486749,62100.4820888837,0,1214,"rural"
665201,"LtjPUSwHFl@gmail.com",0,0,1,42731.6461126669,43611.1836739439,0,1214,"rural"
665201,"v03uAMJu99@inbox.com",1,0,95,866412.907207873,393497.249882418,0,1214,"rural"
665201,"Zxlvwy7nTZ@gmail.com",0,0,78,682292.825638315,528936.781369448,1,1214,"rural"
665201,"rIotqGA8JH@inbox.com",0,0,37,92283.1812042178,83886.3432297768,0,1214,"rural"
665201,"FPF7u56wZo@gmail.com",0,0,31,64771.0874479616,65059.5420578317,1,1214,"rural"
665201,"mwWvazbWzq@mail.com",0,1,58,162762.9624561,171912.413725296,0,1214,"rural"
665201,"a5MJ0sC5LH@inbox.com",0,0,6,45136.5347935084,43101.5256460944,0,1214,"rural"
665201,"tFZpoK0Pyc@inbox.com",0,0,46,133448.626675504,127921.841220807,1,1214,"rural"
665201,"Ely1qtBKUk@gmail.com",1,0,42,88650.5676300572,80006.5208435121,0,1214,"rural"
665201,"Xp9eQSpQO9@inbox.com",0,0,22,54772.7424061502,50216.4341439589,0,1214,"rural"
665201,"U5NDOP4TFf@mail.com",0,1,75,316441.000916331,357376.590642335,0,1214,"rural"
665201,"NcSppM5FiR@outlook.com",0,0,73,346073.937124919,415171.308526839,0,1214,"rural"
665201,"5JNEaHOhQv@gmail.com",0,1,40,85363.3334272066,77507.8198369425,1,1214,"rural"
665201,"Pf2GrdhBsY@mail.com",0,1,85,567913.555469077,426871.124972505,0,1214,"rural"
665201,"wumh44GFRP@gmail.com",0,0,8,44965.973583928,43391.6437096827,0,1214,"rural"
665201,"D510oBQX8p@gmail.com",0,1,42,112587.8332461,79014.2510557049,0,1214,"rural"
665201,"aLNyqxlJhA@gmail.com",0,1,47,119070.189822052,113479.333519053,0,1214,"rural"
665201,"NfVCxxfK4e@outlook.com",0,1,52,156215.803044483,111154.658959706,0,1214,"rural"
665201,"PRaLwNhrCF@mail.com",0,0,10,45933.4075781761,43160.3015131365,0,1214,"rural"
665201,"7cL1Z1BljK@outlook.com",0,0,62,345841.836643342,282872.007382453,1,1214,"rural"
665201,"UkzeH62kjI@outlook.com",1,0,30,51838.1831622164,51640.5079367451,1,1214,"rural"
665201,"6AzVs4uOHz@inbox.com",1,0,55,183905.377196554,136078.447236816,0,1214,"rural"
665201,"etY7E5DXp8@gmail.com",1,0,74,367930.598396891,281518.684790752,0,1214,"rural"
665202,"mj2XNvxIhV@outlook.com",1,1,79,301591.05250216,306137.28459827,0,1261,"rural"
665202,"vSnW4hpagj@gmail.com",0,1,60,228352.294866448,177647.195895327,0,1261,"rural"
665202,"Cf54N769Vc@gmail.com",1,0,19,38742.362882321,33063.2039402464,0,1261,"rural"
665202,"hrI99b2F96@gmail.com",0,1,80,474567.17431726,329546.13723977,1,1261,"rural"
665202,"AKcIpQbLe9@inbox.com",0,0,52,195763.761276742,158811.608920489,0,1261,"rural"
665202,"y2Zw6gitxy@inbox.com",1,0,16,40809.8029487218,31846.4470110607,0,1261,"rural"
665202,"6v3AFs4TKU@outlook.com",0,0,31,65321.4974580257,65880.1009468671,0,1261,"rural"
665202,"8jFABubnsh@inbox.com",0,0,92,715508.238245136,780778.677254021,0,1261,"rural"
665202,"08tK7rJZ6g@gmail.com",0,0,24,54884.1810106167,55498.5414497646,0,1261,"rural"
665202,"gSmrCY0ti4@gmail.com",1,0,58,179655.780859055,141677.572088917,0,1261,"rural"
665202,"ne1qhoPoy7@mail.com",1,1,19,34473.824754526,30447.385959435,0,1261,"rural"
665202,"2LHRBZgV05@gmail.com",0,1,87,495931.648964075,464611.155310149,0,1261,"rural"
665202,"3te4BgQuvk@gmail.com",1,0,33,67312.7258856701,56285.5607589703,0,1261,"rural"
665202,"fesFnhgJEr@mail.com",0,0,77,370318.246821643,542554.027326529,0,1261,"rural"
665202,"iXdH1CRiXO@gmail.com",0,0,10,46491.0715663892,44878.9642139947,0,1261,"rural"
665202,"w0KoTX8FnN@gmail.com",0,0,37,98623.2271240386,86866.3465825727,0,1261,"rural"
665202,"YY3Wpl5MkV@gmail.com",0,0,85,648425.856765405,710690.201260068,0,1261,"rural"
665202,"o37xgZheeM@gmail.com",0,0,39,95837.9733089078,97296.6823625674,0,1261,"rural"
665202,"o8Z79PejEb@gmail.com",0,0,106,1280040.00010053,1181953.6317598,1,1261,"rural"
665202,"3FB4dYYsV3@mail.com",0,0,67,404842.295223395,341154.956886182,1,1261,"rural"
665202,"6jrjqAEKMP@outlook.com",0,0,16,49472.6257102954,48866.3147026981,0,1261,"rural"
665202,"Ak4xon3J2Y@outlook.com",0,0,57,219484.909056742,220242.118479595,0,1261,"rural"
665202,"NqoGgnpa8x@gmail.com",0,0,59,290577.481213781,232072.720342317,0,1261,"rural"
665202,"txXS70cwr1@mail.com",1,0,62,199750.0596269,205797.433659297,0,1261,"rural"
665202,"M8LnRtjFBi@gmail.com",0,1,70,286141.296587027,243966.790362635,0,1261,"rural"
665202,"5mwgMoBRwi@gmail.com",0,0,29,71975.5945878051,69707.689768158,0,1261,"rural"
665202,"wQqvfqePjt@mail.com",0,1,35,67604.1521862151,58921.3471712435,0,1261,"rural"
665202,"cIbMOON3De@gmail.com",0,1,8,35787.1339510546,29625.2950938164,0,1261,"rural"
665202,"EvhVru6cME@gmail.com",0,0,38,89476.2702408059,97636.2214136748,0,1261,"rural"
665202,"GV8hAbGnpx@gmail.com",0,0,34,79188.1889850292,81348.3156491151,1,1261,"rural"
665202,"XbASParsds@outlook.com",0,0,98,883128.235071011,861030.805088222,1,1261,"rural"
665202,"6zOtYXnrrr@outlook.com",0,0,67,265428.285535846,332377.357363124,0,1261,"rural"
665202,"1ZrMVFGluR@gmail.com",0,1,22,45058.761332095,36184.0971694805,0,1261,"rural"
665202,"ZdNpqMN2fK@gmail.com",0,0,66,339464.765758076,286199.200856147,0,1261,"rural"
665202,"alRT5EzfBO@outlook.com",0,0,66,337526.404858298,301832.487255835,0,1261,"rural"
665202,"lbTwQMrnDf@mail.com",0,1,2,36202.3073942491,28569.2650436909,0,1261,"rural"
665202,"Rr1awhsIZJ@gmail.com",0,0,101,1099764.2853971,1098323.73134989,1,1261,"rural"
665202,"qVi83okUWx@gmail.com",1,0,88,487609.499294976,450625.410374938,0,1261,"rural"
665202,"p9LCTaxwtX@outlook.com",0,0,36,84891.2265544861,87483.24172902,1,1261,"rural"
665202,"fWGtGGydif@outlook.com",1,0,37,76264.8352084889,70173.5773734314,0,1261,"rural"
665202,"CrwZjyT7iN@gmail.com",1,0,65,276795.11114289,229542.223390239,0,1261,"rural"
665202,"D7t9FkuAxE@mail.com",0,1,73,353466.047039805,246888.354338495,0,1261,"rural"
665202,"PfM1MkXhlV@inbox.com",0,0,41,113965.0058685,113556.363309569,1,1261,"rural"
665202,"gMIjGMoDEu@gmail.com",0,0,119,1682776.4176449,1340070.5084322,1,1261,"rural"
665202,"uwhMKeAmd5@gmail.com",0,0,3,45963.6696749348,44470.5620228829,0,1261,"rural"
665202,"xLvTpmiK7M@outlook.com",0,0,55,232749.206268088,224105.658012876,0,1261,"rural"
665202,"nGHdp7Ep3A@inbox.com",0,0,45,135828.230576471,125396.934115127,0,1261,"rural"
665202,"6jXRs2mQJh@gmail.com",0,0,93,863965.220896431,811540.781295227,1,1261,"rural"
665202,"fBZ40CnfYa@gmail.com",1,0,75,370655.948003887,325974.517413528,0,1261,"rural"
665202,"qEWuBGrSio@gmail.com",1,0,67,303846.511957142,220340.463609342,0,1261,"rural"
665202,"92gK8Kzf7h@gmail.com",0,0,28,71528.9213254926,65164.5386537329,1,1261,"rural"
665202,"zQfS7qic2s@gmail.com",1,0,12,36608.4382417866,29967.2068388715,0,1261,"rural"
665202,"mYOWAf56Cz@outlook.com",1,0,73,353669.029816689,286575.771959967,0,1261,"rural"
665202,"tp9nJnBf49@inbox.com",0,0,54,196344.037100032,179675.220098056,0,1261,"rural"
665202,"ONsXGuFGZj@gmail.com",0,0,95,905041.223769526,939037.577260368,0,1261,"rural"
665202,"1MvpQhDeOt@inbox.com",0,0,77,474652.675325407,484244.348844362,1,1261,"rural"
665202,"fB0z6t912P@mail.com",0,0,42,102490.773325788,110626.652479026,1,1261,"rural"
665202,"wydLOz4UhQ@gmail.com",0,1,54,189433.748808673,133601.798074761,0,1261,"rural"
665202,"SjIGfS5M4Q@mail.com",0,0,36,92382.9165290927,87833.0793486739,0,1261,"rural"
665202,"5PnuABcJT9@gmail.com",1,1,86,350205.578753046,288132.207759287,0,1261,"rural"
665202,"H8PbKDGron@inbox.com",1,0,76,310612.289140857,261931.645611949,0,1261,"rural"
665202,"KXAgTrMeVw@inbox.com",0,0,6,45894.5175060586,41835.3684156831,0,1261,"rural"
665202,"YJeVOxckJ5@gmail.com",0,0,87,678053.514981481,723989.234604688,0,1261,"rural"
665202,"Ydzv8yX6Np@gmail.com",0,0,27,62490.7529461275,61294.6833451988,1,1261,"rural"
665202,"hvHhpdfOi4@gmail.com",1,1,70,216889.990497522,237795.763724345,0,1261,"rural"
665202,"vrR0eNAh2u@gmail.com",0,1,86,649467.753697514,508137.497617241,0,1261,"rural"
665202,"QiZMkNRBpr@gmail.com",0,0,112,1331996.30732907,1523784.07251486,1,1261,"rural"
665202,"6hxIZzFnON@inbox.com",1,0,60,191861.579220243,163385.570879442,0,1261,"rural"
665202,"1XbVmM3KcD@outlook.com",0,1,26,52016.7258022529,42086.4406491994,0,1261,"rural"
665202,"RRHAuG1tY3@mail.com",0,1,10,37330.1727753235,30937.5039793431,0,1261,"rural"
665202,"WEKa1DsQ9P@gmail.com",1,0,64,259528.977527547,202447.661085217,1,1261,"rural"
665202,"8Z3CSnChp9@outlook.com",0,1,99,887824.859259987,625885.940872918,0,1261,"rural"
665202,"ZIGFKkas96@gmail.com",0,0,26,61108.219798248,57114.651100509,0,1261,"rural"
665202,"3QsqUjynOI@outlook.com",1,0,70,373197.720481481,265155.407497834,0,1261,"rural"
665202,"296zWCI5gG@gmail.com",0,0,19,51281.2279290365,51513.8488724442,0,1261,"rural"
665202,"rD1wPqgFxE@inbox.com",1,0,53,150276.621762596,115177.502055693,1,1261,"rural"
665202,"6OcOYwkasF@outlook.com",0,0,70,308060.497394308,424489.084743678,0,1261,"rural"
665203,"v1TOVv1PMb@outlook.com",0,0,9,46347.1574419391,43399.1777686317,0,1189,"rural"
665203,"lPVgVbOYeC@gmail.com",0,0,77,583131.487086041,517293.127695201,0,1189,"rural"
665203,"Z6Qycljm77@gmail.com",0,0,65,316778.954390831,296790.825870596,0,1189,"rural"
665203,"LxwVxxz9NW@inbox.com",0,1,23,43045.3072221013,36951.4720539956,0,1189,"rural"
665203,"STgvMrbRdn@gmail.com",0,0,30,67648.5258070526,70797.6493457623,0,1189,"rural"
665203,"v1xgicTobz@mail.com",0,0,0,45150.6782411152,42687.4263622457,0,1189,"rural"
665203,"dn6yt8xUEk@gmail.com",0,0,14,49438.1937674338,45799.4311793422,0,1189,"rural"
665203,"f4MjsIBMX5@gmail.com",0,0,2,45861.180998599,43032.9423250969,0,1189,"rural"
665203,"aOxZymBicJ@gmail.com",0,0,24,60990.9278067269,59775.3749438508,0,1189,"rural"
665203,"sRsCzgW2AW@gmail.com",0,0,22,60178.4131964486,51450.9922382626,0,1189,"rural"
665203,"WjFcCgpzao@outlook.com",0,0,51,187921.348085509,160274.712351414,0,1189,"rural"
665203,"1gy8LRCbeR@gmail.com",0,0,65,373835.070628619,293704.187687052,0,1189,"rural"
665203,"65N7NuF5wj@mail.com",0,0,37,75911.5571246328,92531.449428848,0,1189,"rural"
665203,"MX5D3MIznr@mail.com",0,0,12,47030.8418368573,42622.328981157,0,1189,"rural"
665203,"yWSoroNz8B@mail.com",0,0,51,192042.828930211,179430.541846984,0,1189,"rural"
665203,"hKgTuTkil2@inbox.com",0,0,96,1148747.93278572,834102.670313801,0,1189,"rural"
665203,"KDEGQPMAGa@outlook.com",0,0,100,1161490.25066878,1256150.42683676,1,1189,"rural"
665203,"wOES9b9hop@gmail.com",0,0,34,91988.5075487734,78234.6781891108,0,1189,"rural"
665203,"WN6yuALgJN@inbox.com",0,0,82,732384.979096418,737973.291778201,0,1189,"rural"
665203,"NbtVEztgB3@gmail.com",0,1,6,34673.9422460685,28236.7176691271,0,1189,"rural"
665203,"9iWPG3R1L0@gmail.com",0,0,28,65401.8657840039,69229.3540688434,0,1189,"rural"
665203,"GG6NuPDFYg@outlook.com",0,0,71,419448.918460113,387266.869576049,1,1189,"rural"
665203,"e3oQ10UIkv@inbox.com",0,0,62,324473.243714506,266966.17976222,0,1189,"rural"
665203,"NOuyS9oLCs@gmail.com",0,1,46,87458.2661416283,93137.4130465544,0,1189,"rural"
665203,"44SdVqaxk0@gmail.com",0,0,46,151785.655398615,109739.817940335,0,1189,"rural"
665203,"AAzEQKCYSz@gmail.com",0,0,23,58848.8979948728,51502.2221031166,0,1189,"rural"
665203,"HhStJIfZ42@mail.com",0,0,30,73240.4370135502,66895.8347302378,0,1189,"rural"
665203,"FfgF6BiAuS@outlook.com",0,0,88,574819.815056747,789833.376471112,0,1189,"rural"
665203,"SG2VYQ7p2p@gmail.com",0,0,66,327601.192576187,345635.890006153,0,1189,"rural"
665203,"nEShjXUW8g@mail.com",0,0,3,45420.1284404269,42174.5490706894,0,1189,"rural"
665203,"Wyu7JXJqOk@gmail.com",0,0,12,47281.649789785,44099.3177501861,0,1189,"rural"
665203,"YCjV9PNXfT@gmail.com",0,0,1,44128.0570875369,43489.8372187584,0,1189,"rural"
665203,"YoaQFV6M1X@inbox.com",0,0,52,158491.54902492,163394.734973558,0,1189,"rural"
665203,"xcmLJg0UC8@outlook.com",0,1,80,505720.898715209,361755.102484376,0,1189,"rural"
665203,"6pnjVOjLy7@inbox.com",0,0,59,279963.527273092,273095.979977147,0,1189,"rural"
665203,"Jg5ObPoRST@mail.com",0,0,37,96590.6846731251,90340.7951187631,0,1189,"rural"
665203,"4C9bzulXKE@mail.com",0,0,79,426763.327069215,485486.846719954,0,1189,"rural"
665203,"Q6E1AWxbxr@gmail.com",0,0,68,381302.351838882,364560.004682372,0,1189,"rural"
665203,"WlVETJtFxj@gmail.com",0,0,7,45040.161666176,43332.8449585019,0,1189,"rural"
665203,"ti5Wrl8o2v@inbox.com",0,1,62,173132.126572153,203295.75264621,0,1189,"rural"
665203,"FX0RhYBTQT@gmail.com",0,0,42,128986.563370376,104904.393175614,0,1189,"rural"
665203,"XebcNazwhd@outlook.com",0,0,53,238944.045048128,175391.656120957,0,1189,"rural"
665203,"RWdRBYbrUp@gmail.com",0,0,50,185070.477376175,152778.705917559,1,1189,"rural"
665203,"f8vCjO1iCh@mail.com",0,1,86,553532.371561063,509604.146015808,0,1189,"rural"
665203,"zRtwAsVHna@gmail.com",0,1,43,91120.9789748628,80662.1459630278,0,1189,"rural"
665203,"kqUSytVjZD@mail.com",0,0,56,203843.128837044,210625.991301887,0,1189,"rural"
665203,"pxlp0DicQY@gmail.com",0,0,6,46390.7868460707,44316.4462070237,0,1189,"rural"
665203,"WMcMwpOQYd@outlook.com",0,0,99,888953.009450555,875080.752352134,0,1189,"rural"
665203,"PrYgdc7mKZ@outlook.com",0,0,43,122795.07645821,121085.0164271,0,1189,"rural"
665203,"lP99xqtGkY@gmail.com",0,1,55,166105.195366306,150320.621674531,0,1189,"rural"
665203,"z1G9Q1JlT6@inbox.com",0,0,99,1002334.39402279,912077.400798855,0,1189,"rural"
665203,"9fFpk4CU5y@inbox.com",0,0,74,458200.120842256,470278.832763584,0,1189,"rural"
665203,"WMm8vHeMN4@gmail.com",0,0,28,62961.708171535,63124.19947987,1,1189,"rural"
665203,"F3r2VwoWdB@mail.com",0,1,83,431196.808607377,451172.420012151,0,1189,"rural"
665203,"ZzfXFVgb86@gmail.com",0,0,91,762594.213101583,727845.863999019,0,1189,"rural"
665203,"OJ1LH72nJF@gmail.com",0,0,61,292198.977449456,255020.576642799,0,1189,"rural"
665203,"yMTFaQd5qt@gmail.com",0,1,46,101485.961016515,96179.0032157222,0,1189,"rural"
665203,"iUx4njmkRf@mail.com",1,1,6,31408.3894051218,24376.0567495099,0,1189,"rural"
665203,"RDZbj7OLgu@gmail.com",0,0,84,736192.091502642,666534.212206857,1,1189,"rural"
665203,"zhe0oiJ91u@gmail.com",0,1,97,851434.801068458,631786.310048306,0,1189,"rural"
665203,"kzzWbyTQZd@mail.com",0,0,97,837480.088042426,849374.85888615,0,1189,"rural"
665203,"GV6ViqtZfh@outlook.com",0,0,64,289945.959155271,250454.536403054,1,1189,"rural"
665203,"Tep4xlvI8w@mail.com",0,0,51,162401.441505198,175448.344569395,0,1189,"rural"
665203,"cRvZIVUp18@gmail.com",0,0,95,678401.82184507,871972.507314015,0,1189,"rural"
665203,"Erz3yc450F@gmail.com",1,0,48,133374.592266233,94878.9781624601,0,1189,"rural"
665203,"z4FdwbK8cA@gmail.com",0,0,5,44740.0805714631,43295.9704861334,0,1189,"rural"
665203,"PHh6RFFOJc@gmail.com",0,0,38,98758.3925588633,110202.789920782,0,1189,"rural"
665203,"N69LbWhBRm@gmail.com",0,0,80,590722.774954532,515587.664369514,1,1189,"rural"
665203,"FvrpJKqNit@outlook.com",1,0,84,500200.99306051,408045.155239222,0,1189,"rural"
665204,"5j8CAXoPAW@gmail.com",0,0,58,263082.127893001,218075.830240726,0,851,"rural"
665204,"bl8HElnsJJ@mail.com",0,0,83,522698.420360074,519510.406426521,0,851,"rural"
665204,"LwKKFzlN9a@gmail.com",1,0,45,98871.2816267952,95729.7530622065,0,851,"rural"
665204,"wsIsyxIeI8@gmail.com",0,0,15,47085.7852551848,45240.2418622759,0,851,"rural"
665204,"ii8JMc4Pq6@gmail.com",0,0,104,1102411.36936779,1082529.54763553,1,851,"rural"
665204,"rd06n3cGmQ@inbox.com",1,1,17,34353.577941885,27501.1701864395,0,851,"rural"
665204,"caV3UUCi0w@inbox.com",1,1,13,31729.6005002488,25671.6635563189,0,851,"rural"
665204,"6HewoanCyW@gmail.com",0,0,30,73941.7852147376,64534.3525989819,0,851,"rural"
665204,"o3ADBZ5zGb@inbox.com",0,0,75,481868.885143829,419182.134517464,0,851,"rural"
665204,"f7QskL57cO@inbox.com",1,0,62,239090.35032983,214929.420207972,0,851,"rural"
665204,"PKwtIB3eZG@outlook.com",1,0,15,38623.0518364703,30169.9864408185,0,851,"rural"
665204,"UsYxWsRHP5@gmail.com",0,0,2,44837.2142405815,41785.6141676836,0,851,"rural"
665204,"fNiD3obbhz@gmail.com",0,0,85,606761.108636869,588719.136490977,1,851,"rural"
665204,"eV3d2UMApg@outlook.com",0,0,37,111169.619271886,87093.1694032807,0,851,"rural"
665204,"BI9YK9QBKG@mail.com",1,1,19,36783.3222223426,28275.5935885067,0,851,"rural"
665204,"X9402wFOHp@gmail.com",0,0,20,52193.8634226704,50891.1341609721,0,851,"rural"
665204,"8tWUmP6SzC@gmail.com",0,0,42,119161.661525379,115182.207117445,0,851,"rural"
665204,"U2o8mFnIPS@inbox.com",0,0,93,774293.00151254,827179.799889014,0,851,"rural"
665204,"cDD5X7priN@gmail.com",0,0,63,272932.069952642,231964.210914462,0,851,"rural"
665204,"UZEuMSvU9p@mail.com",0,0,69,388867.122866099,375081.250369754,0,851,"rural"
665204,"xzI6slY4ht@gmail.com",0,1,31,59615.1775219425,48163.7236561598,0,851,"rural"
665204,"IuDIgw53y9@gmail.com",0,0,88,778943.621957978,768730.188318614,1,851,"rural"
665204,"RT6St96ElA@outlook.com",1,1,58,172397.68894469,134086.903410159,0,851,"rural"
665204,"T3QK05Em7M@outlook.com",0,1,32,62801.5412936777,46871.5779146968,0,851,"rural"
665204,"vHLKorHOOd@gmail.com",0,0,122,2060308.95488515,1572984.10049353,1,851,"rural"
665204,"3xbg6qMkKo@gmail.com",0,0,94,727461.45116455,766294.311967183,1,851,"rural"
665204,"qDfOXsvGXo@gmail.com",0,0,29,58750.9377844879,64776.4293524147,0,851,"rural"
665204,"NXn1qrIAFm@outlook.com",0,0,46,145721.571866456,135161.896971926,0,851,"rural"
665204,"V84KCmikfS@mail.com",0,0,22,57108.9985352392,52041.3122608214,0,851,"rural"
665204,"ZKBLR6s0Px@gmail.com",0,0,53,178023.496068604,195177.397481676,1,851,"rural"
665204,"fzM5iEToWr@gmail.com",0,1,89,587596.56723061,592884.403875563,0,851,"rural"
665204,"1InW89qiT1@gmail.com",0,0,99,1084367.4333322,928132.07154115,0,851,"rural"
665204,"LHNd63iLcf@inbox.com",1,0,37,81803.4911265306,59219.3117393956,0,851,"rural"
665204,"uSiZw3qofX@gmail.com",0,0,13,47565.2161217821,43189.3484242475,0,851,"rural"
665204,"vlq9iVQcEP@inbox.com",0,0,70,344161.020325235,341909.306751284,1,851,"rural"
665204,"fuGAC9IxFm@outlook.com",1,1,75,350165.558820853,244690.93228198,0,851,"rural"
665204,"S5KiKlqM25@gmail.com",1,0,31,55169.7398911729,44500.5207367336,0,851,"rural"
665204,"6anzAfcrjF@inbox.com",0,0,19,49915.9506566058,49048.8598131897,1,851,"rural"
665204,"tAJrrDeado@mail.com",0,0,114,1789687.43391876,1470775.74037255,1,851,"rural"
665204,"6jNYr8aaXp@outlook.com",0,0,16,50758.6599203086,46845.0268593608,0,851,"rural"
665204,"KJ1ItvME3L@gmail.com",0,0,65,291471.378621901,249880.92435908,0,851,"rural"
665204,"6YSXZFWbJx@gmail.com",0,0,13,46901.2869601722,43675.7605752663,0,851,"rural"
665204,"dFhx8tWtpS@gmail.com",0,0,70,342231.579721928,356938.640376775,0,851,"rural"
665204,"B0bQugXKuO@gmail.com",1,0,96,703918.398844174,521173.494664581,0,851,"rural"
665204,"G7XP13Nqwe@gmail.com",0,0,23,55863.2098658241,56196.3883572956,0,851,"rural"
